ROI,Age_At_Visit,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
48,74.5338809034908,2993.48529255634,3151.38580075234,3415.51937005956,3709.38620382794,4003.63822330137,4268.78079486817,4427.58921916589
48,75.5338809034908,2974.45507602087,3133.01793133775,3397.8055441773,3691.78030598196,3985.5382537629,4249.75770384502,4407.80904900786
48,76.5338809034908,2955.554663793,3114.79783075117,3380.2581642088,3674.35151953027,3967.62181671186,4230.92446126597,4388.22400619821
48,77.5338809034908,2936.79718922385,3096.73990284309,3362.8933339844,3657.11755359991,3949.90813949307,4212.30164571197,4368.85546848863
48,78.5338809034908,2918.1907008393,3078.85324211972,3345.72144702588,3640.08994278471,3932.40979973738,4193.90275085379,4349.71746507927
48,79.5338809034908,2899.74292441301,3061.14664637864,3328.75261690206,3623.27994152103,3915.1390841789,4175.74096278934,4330.82370468864
48,80.5338809034908,2881.46699137682,3043.63466938686,3312.00326506855,3606.70569888735,3898.11574369673,4157.83743227996,4312.19615523929
48,81.5338809034908,2863.3962893589,3026.35333773327,3295.51326194733,3590.41095263164,3881.38721321147,4140.2428473268,4293.88741739016
48,82.5338809034908,2845.56798999129,3009.34279731015,3279.32709963166,3574.44456520494,3865.00651319973,4123.01386595314,4275.95627955552
48,83.5338809034908,2828.01793463503,2992.64191939107,3263.48803032105,3558.85414451766,3849.02535595767,4106.20576254802,4258.46009051271
48,84.5338809034908,2810.76113279048,2976.26765286172,3248.01553334622,3543.66145808159,3833.46754700141,4089.84404902719,4241.4253283242
48,85.5338809034908,2793.7810276091,2960.2035858853,3232.89273951523,3528.84864574365,3818.31403470998,4073.90851452882,4224.83105084262
48,86.5338809034908,2777.05866226428,2944.43076490458,3218.09998121819,3514.39476525937,3803.5424147167,4058.3753642877,4208.65259917737
48,87.5338809034908,2760.57424170759,2928.92934328658,3203.61658436396,3500.27774232753,3789.12903712962,4043.21946742919,4192.86392916467
48,88.5338809034908,2744.29226354098,2913.66279157474,3189.403579925,3486.4554691159,3775.02853962216,4028.39251661763,4177.41496353152
48,89.5338809034908,2728.16645827227,2898.58308693289,3175.40931505276,3472.87189065209,3761.18041406571,4013.8300296355,4162.23885457022
48,90.5338809034908,2712.15119617809,2883.64279706702,3161.5826476326,3459.47140685958,3747.52459078976,3999.46797781117,4147.26922904205
48,91.5338809034908,2696.20792036799,2868.80215183833,3147.88104077957,3446.20805023832,3734.01165261539,3985.25389846811,4132.45182445314
48,92.5338809034908,2680.31651842192,2854.04099472663,3134.28344486923,3433.05935464158,3720.61764802,3971.16252645381,4117.76059744003
48,93.5338809034908,2664.44043106978,2839.31921882025,3120.74332638836,3419.97163073263,3707.28201504548,3957.12738443101,4103.12563444567
48,94.5338809034908,2648.54634352224,2824.60008073426,3107.21776792524,3406.89516772278,3693.94860078731,3943.08683403727,4088.48213292879
48,95.5338809034908,2632.62606367121,2809.87508288865,3093.69706920704,3393.81872129833,3680.60473698242,3929.02707051287,4073.81565944944
48,96.5338809034908,2616.67869208532,2795.14396307891,3080.18123959258,3380.7422991371,3667.25047332746,3914.94827058619,4059.12649554645
47,20.5338809034908,3074.54698102959,3187.15909090138,3384.25523911304,3617.01831865205,3865.17261563573,4102.48577838273,4251.1602274594
47,21.5338809034908,3077.34323518431,3190.57799556835,3388.70336436847,3622.57980165472,3871.7961705435,4110.0023025232,4259.17447341051
47,22.5338809034908,3080.1211138415,3193.98221871186,3393.1419943331,3628.13596871586,3878.41679482223,4117.51645116599,4267.18595519078
47,23.5338809034908,3082.87050874745,3197.36172790895,3397.56124088371,3633.67712565735,3885.02503536815,4125.01904025307,4275.18567835654
47,24.5338809034908,3085.58228833287,3200.70701779,3401.95091842013,3639.19224925142,3891.60894618042,4132.49722233172,4283.16022479992
47,25.5338809034908,3088.23308252464,3203.99388394198,3406.28534427602,3644.65388965257,3898.13917855033,4139.91982771659,4291.07728481729
47,26.5338809034908,3090.78731705263,3207.18543396587,3410.52530358223,3650.02007237821,3904.57080695729,4147.23910967276,4298.88734806205
47,27.5338809034908,3093.20895395834,3210.24426920302,3414.63100356515,3655.24816545232,3910.85816984506,4154.40651657973,4306.54005931102
47,28.5338809034908,3095.46212606644,3213.13314262406,3418.56277252014,3660.29562703948,3916.95566926652,4161.37354140354,4313.98509917942
47,29.5338809034908,3097.51199745987,3215.81585144495,3422.28200861761,3665.12102048358,3922.8188563498,4168.09287429788,4321.17337865818
47,30.5338809034908,3099.32417396012,3218.25662562464,3425.75053009941,3669.68331953496,3928.40368886071,4174.51761481307,4328.05622300557
47,31.5338809034908,3100.86446462813,3220.41988039202,3428.93031227676,3673.94162727705,3933.66623114213,4180.6009539032,4334.58504261338
47,32.5338809034908,3102.09584968767,3222.26706599021,3431.78013133156,3677.85157818777,3938.55880018832,4186.29207684119,4340.70708438551
47,33.5338809034908,3102.97648439433,3223.75459048155,3434.25334630535,3681.36295556877,3943.02740967618,4191.53344335164,4346.36261012339
47,34.5338809034908,3103.46304946144,3224.83729659312,3436.30159697742,3684.42365002028,3947.01600567045,4196.26528778335,4351.48956203112
47,35.5338809034908,3103.51492467192,3225.47279754544,3437.87942261172,3686.98461059911,3950.47177005375,4200.43125730815,4356.02940956881
47,36.5338809034908,3103.16213847153,3225.6921117298,3439.01957132447,3689.08063361837,3953.43170157603,4204.07048441087,4360.02263861969
47,37.5338809034908,3102.51255710293,3225.60720369168,3439.84114495453,3690.83920110685,3956.03217057264,4207.32780451645,4363.6193736298
47,38.5338809034908,3101.67952401081,3225.33581349249,3440.46952975685,3692.39465901173,3958.41700381854,4210.35605209858,4366.97806625714
47,39.5338809034908,3100.77491215012,3224.99423732824,3441.0287033151,3693.87996781101,3960.7286459763,4213.30666263323,4370.25574881374
47,40.5338809034908,3099.9036170696,3224.69159806245,3441.63511774982,3695.42013204873,3963.10111009793,4216.32216959421,4373.60024947114
47,41.5338809034908,3099.16674381095,3224.53315640623,3442.40122728282,3697.13598165985,3965.66402748675,4219.5405093105,4377.15465602131
47,42.5338809034908,3098.66591756561,3224.62479533766,3443.44027453363,3699.14931117349,3968.54815899349,4223.10088425328,4381.06339783946
47,43.5338809034908,3098.4724934181,3225.04097353731,3444.83206168343,3701.54610107587,3971.84593070815,4227.10176179723,4385.42867076776
47,44.5338809034908,3098.56893163972,3225.76366409215,3446.55766304736,3704.30630267606,3975.53604026932,4231.52059965373,4390.22713973999
47,45.5338809034908,3098.91412237778,3226.75028652348,3448.571893304,3707.3816182963,3979.5668461782,4236.30254720491,4395.40194231157
47,46.5338809034908,3099.46669211883,3227.95795571014,3450.82919452437,3710.72330398067,3983.88619031677,4241.39217795403,4400.89560699208
47,47.5338809034908,3100.12178734246,3229.27763128408,3453.21321841904,3714.20642915907,3988.36006700813,4246.64689183953,4406.56019487891
47,48.5338809034908,3100.67951372898,3230.5011691986,3455.50148225208,3717.59175694752,3992.73160673921,4251.79318762209,4412.11190181976
47,49.5338809034908,3100.93202464289,3231.41197333275,3457.46220779326,3720.62980939365,3996.73274925741,4256.54551929125,4417.2543697352
47,50.5338809034908,3100.67356063994,3231.795448148,3458.86549176105,3723.07287658602,4000.09713574406,4260.62002186247,4421.69292922309
47,51.5338809034908,3099.72496947266,3231.46456298976,3459.51067894592,3724.70449475161,4002.59179401273,4263.76827189775,4425.16964290903
47,52.5338809034908,3097.92572328456,3230.25155216014,3459.21751064668,3725.3299486799,4004.00695850218,4265.76646074211,4427.45207631978
47,53.5338809034908,3095.11663681981,3227.98990567289,3457.80685528919,3724.75553531963,4004.13379450279,4266.39166973341,4428.30867647264
47,54.5338809034908,3091.15353706773,3224.52862831077,3455.11598739075,3722.80502794152,4002.78210297467,4265.44073962892,4427.52836021378
47,55.5338809034908,3085.95843509777,3219.78564831829,3451.05586074167,3719.38143102418,3999.84675731774,4262.80109428143,4424.99404240358
47,56.5338809034908,3079.47433023222,3213.70071830886,3445.56071171069,3714.41274395621,3995.24943802334,4258.38868320087,4420.6182324636
47,57.5338809034908,3071.64634515402,3206.21574403746,3438.56699285022,3707.82927309075,3988.91424642486,4252.12199979853,4414.31606690735
47,58.5338809034908,3062.42556577601,3197.27879373114,3430.01767480675,3699.56827256326,3980.77269897451,4243.9274062109,4406.01083760199
47,59.5338809034908,3051.77281387126,3186.84804242932,3419.86648634424,3689.57852559477,3970.76866310252,4233.74439948273,4395.63946066236
47,60.5338809034908,3039.65244005413,3174.88529984755,3408.07098394248,3677.81288209687,3958.85033826167,4221.5170702218,4383.14361257302
47,61.5338809034908,3026.03993891816,3161.36396920611,3394.60110282019,3664.23749391415,3944.98020297784,4207.20471384669,4368.48074958525
47,62.5338809034908,3011.0724620418,3146.42633837755,3379.60812364599,3649.01426837218,3929.33149850606,4190.99140775605,4351.84173252064
47,63.5338809034908,2995.02945134978,3130.36352651631,3363.40340805611,3632.47816086629,3912.2639712443,4173.26026281223,4333.62414111928
47,64.5338809034908,2978.19126493435,3113.46785832198,3346.29998634992,3614.96627466242,3894.1399505749,4154.39732079103,4314.2286721578
47,65.5338809034908,2960.81704859198,3096.00973129231,3328.58769498682,3596.79100087598,3875.29541195691,4134.76068061425,4294.02707603833
47,66.5338809034908,2943.05559147559,3078.14435818771,3310.43284828085,3578.13154493424,3855.92305533713,4114.55571561022,4273.23255321308
47,67.5338809034908,2925.01039091674,3059.97970653588,3291.95113779371,3559.11256817076,3836.15693483822,4093.9253048666,4251.99343479259
47,68.5338809034908,2906.78257136763,3041.62135673836,3273.25582936623,3539.8562398521,3816.12851916731,4073.00963292841,4230.45527988157
47,69.5338809034908,2887.4967146384,3022.15395804405,3253.36304858072,3519.29993848741,3794.69371875929,4050.58898046594,4207.35206933217
47,70.5338809034908,2870.1799456529,3004.74255676059,3235.67459626392,3501.11771527428,3775.80847111382,4030.881189151,4187.06208234353
47,71.5338809034908,2852.00486445769,2986.43109725121,3217.01356546886,3481.87871683083,3755.77902282325,4009.94827898461,4165.49774770786
47,72.5338809034908,2834.04286011153,2968.33999650808,3198.58450681845,3462.88420661652,3736.00674093077,3989.28459825777,4144.21036013395
47,73.5338809034908,2816.37396098975,2950.55321863685,3180.47810105345,3444.23253961865,3716.59788119812,3969.00370729952,4123.31793802257
47,74.5338809034908,2799.06019953598,2933.13595277464,3162.76490523661,3426.00037952145,3697.63536739399,3949.19429498907,4102.91267845295
47,75.5338809034908,2782.16115296664,2916.15088239407,3145.51287247433,3408.2616558704,3679.19923630582,3929.94200576379,4083.08363061882
47,76.5338809034908,2765.73156238144,2899.65568782309,3128.78465492673,3391.08463877548,3661.36347744604,3911.32606234421,4063.91318630704
47,77.5338809034908,2749.79341717476,2883.67376905003,3112.60599889506,3374.49767218941,3644.15902681421,3893.37972885679,4045.43599960914
47,78.5338809034908,2734.35128963814,2868.21028749025,3096.98300184641,3358.50783033026,3627.59387423811,3876.11176790534,4027.66127155193
47,79.5338809034908,2719.40957058255,2853.27022576806,3081.92158355406,3343.12200654693,3611.6758214391,3859.53074437991,4010.59799842405
47,80.5338809034908,2704.9705480596,2838.85637199328,3067.42530907172,3328.34455211226,3596.40993159448,3843.64230052002,3994.25214055767
47,81.5338809034908,2691.02889298813,2824.9635300516,3053.4891296442,3314.17048236909,3581.79118723043,3828.44130918466,3978.61846866139
47,82.5338809034908,2677.57775525799,2811.58490867605,3040.10627298479,3300.59294077164,3567.81254551139,3813.92047598896,3963.68949979658
47,83.5338809034908,2664.61029674894,2798.71372898241,3027.26997810909,3287.60507919908,3554.46696822135,3800.07250750986,3949.4577498747
47,84.5338809034908,2652.10455345342,2786.32731983211,3014.95628457602,3275.18136052408,3541.72720152841,3786.86849052764,3935.89326150128
47,85.5338809034908,2640.0149583439,2774.37818731209,3003.11433385606,3263.26699189171,3529.53432660564,3774.24563642559,3922.93086076237
47,86.5338809034908,2628.29476961843,2762.81755749941,2991.69181444342,3251.80554083468,3517.82760548401,3762.13918278403,3910.5033107876
47,87.5338809034908,2616.89769620975,2751.5970829274,2980.6368066663,3240.74093814095,3506.54664635135,3750.48470844142,3898.54371799133
47,88.5338809034908,2605.77220989174,2740.66285938123,2969.89129792274,3230.01042428735,3495.62376944131,3739.20996713097,3886.97704286344
47,89.5338809034908,2594.86333050478,2729.9572952783,2959.39319680078,3219.54673025437,3484.98636051229,3728.23740128123,3875.72271187595
47,90.5338809034908,2584.11680964602,2719.42350848324,2949.08109307713,3209.28325102196,3474.56246787275,3717.49012843497,3864.70084052158
47,91.5338809034908,2573.48618092763,2709.0128296091,2938.90253184401,3199.16319541993,3464.29084712614,3706.90280695205,3853.84359706057
47,92.5338809034908,2562.94674847136,2698.69947465593,2928.82984192283,3189.15671626542,3454.1394104823,3696.44128672896,3843.11557834663
47,93.5338809034908,2552.45809746898,2688.44023052523,2918.81501048857,3179.21031349359,3444.04903255004,3686.04127492425,3832.44935489892
47,94.5338809034908,2541.9834777553,2678.19572090282,2908.81416785055,3169.2749981655,3433.96549589594,3675.64376805976,3821.78302564866
47,95.5338809034908,2531.51457782873,2667.9570458376,2898.81739336635,3159.33968420858,3423.87653534045,3665.2354373177,3811.10262579493
47,96.5338809034908,2521.05138567495,2657.72420599576,2888.82468948856,3149.40437025166,3413.78215760099,3654.8163149933,3800.40821244817
